192.168.65.1 - - [15/Oct/2023:09:06:52 +0000] "GET /admin/settings HTTP/1.1" 200 - "http://localhost:9000/sessions/new?return_to=%2Fcoding_rules" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "-"
192.168.65.1 - - [15/Oct/2023:09:08:01 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABC"
192.168.65.1 - - [15/Oct/2023:09:08:04 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABD"
192.168.65.1 - - [15/Oct/2023:09:08:07 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABE"
192.168.65.1 - - [15/Oct/2023:09:08:11 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABF"
192.168.65.1 - - [15/Oct/2023:09:08:15 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABG"
192.168.65.1 - - [15/Oct/2023:09:08:17 +0000] "GET /api/ce/analysis_status?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABH"
192.168.65.1 - - [15/Oct/2023:09:08:17 +0000] "GET /api/alm_settings/get_binding?project=sonarqube HTTP/1.1" 404 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABJ"
192.168.65.1 - - [15/Oct/2023:09:08:17 +0000] "GET /api/project_branches/list?project=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABI"
192.168.65.1 - - [15/Oct/2023:09:08:18 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABK"
192.168.65.1 - - [15/Oct/2023:09:08:21 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABL"
192.168.65.1 - - [15/Oct/2023:09:08:24 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABM"
192.168.65.1 - - [15/Oct/2023:09:08:27 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABN"
192.168.65.1 - - [15/Oct/2023:09:08:30 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABO"
192.168.65.1 - - [15/Oct/2023:09:08:33 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABP"
192.168.65.1 - - [15/Oct/2023:09:08:36 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABQ"
192.168.65.1 - - [15/Oct/2023:09:08:39 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABR"
192.168.65.1 - - [15/Oct/2023:09:08:42 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABS"
192.168.65.1 - - [15/Oct/2023:09:08:45 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABT"
192.168.65.1 - - [15/Oct/2023:09:08:48 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABU"
192.168.65.1 - - [15/Oct/2023:09:08:51 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABV"
192.168.65.1 - - [15/Oct/2023:09:08:54 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABW"
192.168.65.1 - - [15/Oct/2023:09:08:57 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABX"
192.168.65.1 - - [15/Oct/2023:09:09:00 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABY"
192.168.65.1 - - [15/Oct/2023:09:09:03 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABZ"
192.168.65.1 - - [15/Oct/2023:09:09:06 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABa"
192.168.65.1 - - [15/Oct/2023:09:09:09 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABb"
192.168.65.1 - - [15/Oct/2023:09:09:12 +0000] "GET /api/project_branches/list?project=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABd"
192.168.65.1 - - [15/Oct/2023:09:09:12 +0000] "GET /api/ce/analysis_status?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABc"
192.168.65.1 - - [15/Oct/2023:09:09:12 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABe"
192.168.65.1 - - [15/Oct/2023:09:09:16 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABf"
192.168.65.1 - - [15/Oct/2023:09:09:20 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABg"
192.168.65.1 - - [15/Oct/2023:09:09:24 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABh"
192.168.65.1 - - [15/Oct/2023:09:09:28 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABi"
192.168.65.1 - - [15/Oct/2023:09:09:32 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABj"
192.168.65.1 - - [15/Oct/2023:09:09:36 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABk"
192.168.65.1 - - [15/Oct/2023:09:09:40 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABl"
192.168.65.1 - - [15/Oct/2023:09:09:43 +0000] "GET /api/alm_settings/get_binding?project=sonarqube HTTP/1.1" 404 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABo"
192.168.65.1 - - [15/Oct/2023:09:09:43 +0000] "GET /api/ce/analysis_status?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABm"
192.168.65.1 - - [15/Oct/2023:09:09:43 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABp"
192.168.65.1 - - [15/Oct/2023:09:09:43 +0000] "GET /api/project_branches/list?project=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABn"
192.168.65.1 - - [15/Oct/2023:09:09:46 +0000] "GET /api/ce/component?component=sonarqube HTTP/1.1" 200 - "http://localhost:9000/tutorials?id=sonarqube&selectedTutorial=github-actions" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsylq9YIMHrNvnYAABq"
192.168.65.1 - - [15/Oct/2023:10:07:58 +0000] "GET /admin/settings HTTP/1.1" 200 - "http://localhost:9000/sessions/new?return_to=%2Fadmin%2Fsettings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAA"
192.168.65.1 - - [15/Oct/2023:10:07:59 +0000] "GET /api/users/current HTTP/1.1" 401 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAB"
192.168.65.1 - - [15/Oct/2023:10:07:59 +0000] "GET /api/navigation/global HTTP/1.1" 401 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAD"
192.168.65.1 - - [15/Oct/2023:10:07:59 +0000] "GET /api/features/list HTTP/1.1" 401 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAE"
192.168.65.1 - - [15/Oct/2023:10:07:59 +0000] "GET /sessions/new?return_to=%2Fadmin%2Fsettings HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAF"
192.168.65.1 - - [15/Oct/2023:10:07:59 +0000] "GET /api/l10n/index?locale=en-US HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAC"
192.168.65.1 - - [15/Oct/2023:10:07:59 +0000] "GET /api/l10n/index?locale=en-US HTTP/1.1" 200 - "http://localhost:9000/sessions/new?return_to=%2Fadmin%2Fsettings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAG"
192.168.65.1 - - [15/Oct/2023:10:07:59 +0000] "GET /api/settings/login_message HTTP/1.1" 200 - "http://localhost:9000/sessions/new?return_to=%2Fadmin%2Fsettings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAH"
192.168.65.1 - - [15/Oct/2023:10:07:59 +0000] "GET /api/users/identity_providers HTTP/1.1" 200 - "http://localhost:9000/sessions/new?return_to=%2Fadmin%2Fsettings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAI"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "POST /api/authentication/login HTTP/1.1" 200 - "http://localhost:9000/sessions/new?return_to=%2Fadmin%2Fsettings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAJ"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "GET /admin/settings HTTP/1.1" 200 - "http://localhost:9000/sessions/new?return_to=%2Fadmin%2Fsettings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAK"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "GET /api/features/list HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAO"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "GET /api/l10n/index?locale=en-US HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAM"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "GET /api/users/current HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAL"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "GET /api/navigation/global HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAN"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "GET /api/navigation/settings HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAR"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "GET /api/system/status HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAT"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "GET /api/languages/list HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAV"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "GET /api/metrics/search?ps=500 HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAU"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "GET /api/rules/app HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAW"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "GET /api/new_code_periods/show HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAX"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "GET /api/settings/list_definitions? HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAQ"
192.168.65.1 - - [15/Oct/2023:10:08:05 +0000] "GET /api/settings/values?keys=email.smtp_host.secured%2Cemail.smtp_port.secured%2Cemail.smtp_secure_connection.secured%2Cemail.smtp_username.secured%2Cemail.smtp_password.secured%2Cemail.from%2Cemail.fromName%2Cemail.prefix%2Csonar.builtInQualityProfiles.disableNotificationOnUpdate%2Csonar.cpd.cross_project%2Csonar.issues.defaultAssigneeLogin%2Csonar.projectCreation.mainBranchName%2Csonar.developerAggregatedInfo.disabled%2Csonar.lf.enableGravatar%2Csonar.lf.gravatarServerUrl%2Csonar.qualitygate.ignoreSmallChanges%2Csonar.lf.logoUrl%2Csonar.core.serverBaseURL%2Csonar.lf.logoWidthPx HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAY"
192.168.65.1 - - [15/Oct/2023:10:08:06 +0000] "GET /api/system/upgrades HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAP"
192.168.65.1 - - [15/Oct/2023:10:08:06 +0000] "GET /api/plugins/pending HTTP/1.1" 200 - "http://localhost:9000/admin/settings" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAS"
192.168.65.1 - - [15/Oct/2023:10:08:09 +0000] "GET /images/alm/github.svg HTTP/1.1" 304 - "http://localhost:9000/admin/settings?category=authentication" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAd"
192.168.65.1 - - [15/Oct/2023:10:08:09 +0000] "GET /api/settings/values?keys=sonar.auth.github.enabled%2Csonar.auth.github.clientId.secured%2Csonar.auth.github.clientSecret.secured%2Csonar.auth.github.appId%2Csonar.auth.github.privateKey.secured%2Csonar.auth.github.allowUsersToSignUp%2Csonar.auth.github.groupsSync%2Csonar.auth.github.apiUrl%2Csonar.auth.github.webUrl%2Csonar.auth.github.organizations HTTP/1.1" 200 - "http://localhost:9000/admin/settings?category=authentication" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36" "AYsyzou0TCVQ9rB6AAAc"
